,net,tr_loss,tr_acc,te_loss,te_acc
0,SiameseNet23,266.5418795347214,52.83140283140283,50.93315151333809,61.246786632390744
1,SiameseNet23,223.6426563858986,59.2985842985843,43.11714148521423,68.89460154241645
2,SiameseNet23,186.8947160243988,65.8944658944659,34.77508117258549,77.12082262210797
